qid,difficulty,problem,answer_option_list,answer_value,tag
8892,1,"In Grade $3$, Amy\textquotesingle s height was $136$ cm. When she was Grade $4$, the doctor said that her height was $15$cm taller than last year. What was her height in Grade $4$? (adapted from $$2019$$ Math kangaroo Problems, Level $$1-2$$, Question \#$$3$$) ","[[{'aoVal': 'A', 'content': '$15$ cm '}], [{'aoVal': 'B', 'content': '$137$ cm '}], [{'aoVal': 'C', 'content': '$151$ cm '}], [{'aoVal': 'D', 'content': '$161$ cm '}], [{'aoVal': 'E', 'content': '$167$ cm '}]]",C,Applying Addition and Subtraction
8897,1,"Blii and Elsa went to see a movie together and sat in the same row. Ela was in the sixth row counting from the front of the room and Elsa was seated in the fourteenth counting from the end. How many rows in their room? (Adapted from 2001 Math Kangaroo Problem, Level 3-4, Question \#13) ","[[{'aoVal': 'A', 'content': '$$8$$ '}], [{'aoVal': 'B', 'content': '$$9$$ '}], [{'aoVal': 'C', 'content': '$$19$$ '}], [{'aoVal': 'D', 'content': '$$20$$ '}], [{'aoVal': 'E', 'content': '$$21$$ '}]]",C,Finding the Total Number According to the Position of Two Characters in a Line
8901,1,"Several people buy a boardgame together. If each person pays $60$ dollars, $60$ more dollars are needed for the payment. If each person pays $70$ dollars, $10$ dollars are remaining. How much is the boardgame in dollars? ","[[{'aoVal': 'A', 'content': '$$600$$ '}], [{'aoVal': 'B', 'content': '$$480$$ '}], [{'aoVal': 'C', 'content': '$$690$$ '}], [{'aoVal': 'D', 'content': '$$550$$ '}], [{'aoVal': 'E', 'content': '$$720$$ '}]]",B,Distribution Problems
8905,1,Farmer Dunphy has $$100$$ metres of fencing.  He wants to make a closed rectangular pen.  He uses a long wall for one of the sides.  Each side of the pen is a whole number in metres.  What is the largest area that the pen can be? ,"[[{'aoVal': 'A', 'content': '$$125\\text{m}^{2}$$ '}], [{'aoVal': 'B', 'content': '$$625\\text{m}^{2}$$ '}], [{'aoVal': 'C', 'content': '$$1000\\text{m}^{2}$$ '}], [{'aoVal': 'D', 'content': '$$1250\\text{m}^{2}$$ '}], [{'aoVal': 'E', 'content': '$$2500\\text{m}^{2}$$ '}]]",D,Tile Word Problems
8906,1,How many fingers are there on a dozen pairs of gloves if each glove has $$5$$ fingers? ,"[[{'aoVal': 'A', 'content': '$$24$$ '}], [{'aoVal': 'B', 'content': '$$30$$ '}], [{'aoVal': 'C', 'content': '$$60$$ '}], [{'aoVal': 'D', 'content': '$$120$$ '}]]",D,Applying Multiplication and Division
8908,2,"Kevin got $$80\textbackslash\%$$ of the problems correct on a $$25-$$problem test, $$ 90\textbackslash\%$$ on a $$40-$$problem test, and $$70\textbackslash\%$$ on a $$10-$$problem test. What percent of all the problems did Kevin answer correctly? (2010 AMC8 Problem, Question \#9) ","[[{'aoVal': 'A', 'content': '$$64$$ '}], [{'aoVal': 'B', 'content': '$$75$$ '}], [{'aoVal': 'C', 'content': '$$80$$ '}], [{'aoVal': 'D', 'content': '$$84$$ '}], [{'aoVal': 'E', 'content': '$$86$$ '}]]",D,Finding the Rate
8912,1,"A teacher distributes scorecards to students. If everyone gets $3$ cards, there will be a shortage of $12$ cards. If everyone gets $2$ cards, all these cards will just be divided. Then, how many students are there in total? ","[[{'aoVal': 'A', 'content': '$$4$$ '}], [{'aoVal': 'B', 'content': '$$6$$ '}], [{'aoVal': 'C', 'content': '$$10$$ '}], [{'aoVal': 'D', 'content': '$$12$$ '}]]",D,Basic Distribution Problems
8915,1,"SASMO 2015 P2 Q5  Today, Wednesday, 8th of April 2015, is the day of the SASMO competition and your friend says tha the Singapore Math Kangaroo Contest was 14 days ago. On which day was the SMKC? ","[[{'aoVal': 'A', 'content': '23rd of March, Monday '}], [{'aoVal': 'B', 'content': '24th of March, Tuesday '}], [{'aoVal': 'C', 'content': '25th of March, Wednesday '}], [{'aoVal': 'D', 'content': '26th of March, Thursday '}], [{'aoVal': 'E', 'content': '27th of March, Friday '}]]",C,Periodic Problems of Time
8920,2,"Suppose $20 \textbackslash\%$ of $x$ equals $30 \textbackslash\%$ of $y$. What percentage of $y$ is $x$ ? (adapted from 2020 AMC 8, Question 15) ","[[{'aoVal': 'A', 'content': '$$5$$ '}], [{'aoVal': 'B', 'content': '$$35$$ '}], [{'aoVal': 'C', 'content': '$$75$$ '}], [{'aoVal': 'D', 'content': '$150$ '}], [{'aoVal': 'E', 'content': '$$300$$ '}]]",D,Percentages Word Problems
8922,1,"A shop purchased some tennis rackets at ＄$$100$$ each, and then sold them at ＄$$150$$ each. How much did the shopkeeper earn for $$10$$ rackets? ","[[{'aoVal': 'A', 'content': '＄$$200$$ '}], [{'aoVal': 'B', 'content': '＄$$250$$ '}], [{'aoVal': 'C', 'content': '＄$$300$$ '}], [{'aoVal': 'D', 'content': '＄$$500$$ '}]]",D,Finding the Total Value using Unitary Method
8923,1,"Jack bought a batch of goods that he hoped to earn a $$50\textbackslash\%$$ profit after selling them. On the first day, he sold $$60\textbackslash\%$$ of his goods at a profit of $$50\textbackslash\%$$. On the second day, he sold all remaining goods for a discount. If the total profit is $$76\textbackslash\%$$ of the planned profit, what was the discount rate? ","[[{'aoVal': 'A', 'content': '$$20\\textbackslash\\%$$ '}], [{'aoVal': 'B', 'content': '$$21\\textbackslash\\%$$ '}], [{'aoVal': 'C', 'content': '$$22\\textbackslash\\%$$ '}], [{'aoVal': 'D', 'content': '$$24\\textbackslash\\%$$ '}]]",A,Complex Money Word Problems
8925,1,"Paul has $13$ books, and Jenny has $6$ more books than Paul. How many books do Paul and Jenny have together? ","[[{'aoVal': 'A', 'content': '$$20$$ '}], [{'aoVal': 'B', 'content': '$$15$$ '}], [{'aoVal': 'C', 'content': '$$22$$ '}], [{'aoVal': 'D', 'content': '$$23$$ '}], [{'aoVal': 'E', 'content': '$$32$$ '}]]",E,Word Problem Modules
8926,1,"In the land of Seuss, a plate of green eggs costs twice as much as a plate of ham. If a plate of ham costs $$5$$￠, how much would $$1$$ pay for $$2$$ plates of green eggs and $$3$$ plates of ham? ","[[{'aoVal': 'A', 'content': '$$40$$￠ '}], [{'aoVal': 'B', 'content': '$$35$$￠ '}], [{'aoVal': 'C', 'content': '$$30$$￠ '}], [{'aoVal': 'D', 'content': '$$25$$￠ '}]]",B,Complex Money Word Problems
8930,1,"The sum of $$2$$ positive whole numbers is $$3$$ times their difference. When the larger is divided by the smaller, the quotient is． ","[[{'aoVal': 'A', 'content': '$$2$$ '}], [{'aoVal': 'B', 'content': '$$3$$ '}], [{'aoVal': 'C', 'content': '$$4$$ '}], [{'aoVal': 'D', 'content': '$$5$$ '}]]",A,Problems of Difference and Multiple
8933,1,"In a mathematics contest with ten problems, a student gains $$5$$ points for a correct answer and loses $$2$$ points for an incorrect answer. If Olivia answered every problem and her score was $$29$$, how many correct answers did she have? ","[[{'aoVal': 'A', 'content': '$$5$$ '}], [{'aoVal': 'B', 'content': '$$6$$ '}], [{'aoVal': 'C', 'content': '$$7$$ '}], [{'aoVal': 'D', 'content': '$$8$$ '}], [{'aoVal': 'E', 'content': '$$9$$ '}]]",C,Word Problems for Linear Equations with One Variable
8937,2,"At the 2018 Tompkins County Fair a vendor is offering a ""fair special"" on shoes. If you buy one pair of shoes at the regular price of $\textbackslash$ 80$, you get a second pair at a $34\textbackslash\%$ discount, and a third pair at half the regular price. James took advantage of the ""fair special"" to buy three pairs. What percentage of the $\textbackslash$ 240$ regular price did he save? (adapted from 2013 AMC 8, Question \#12) ","[[{'aoVal': 'A', 'content': '$$28$$ '}], [{'aoVal': 'B', 'content': '$$30$$ '}], [{'aoVal': 'C', 'content': '$$36$$ '}], [{'aoVal': 'D', 'content': '$$38$$ '}], [{'aoVal': 'E', 'content': '$$40$$ '}]]",A,Percentages Word Problems
8942,1,"I had $$3$$ dozen socks in my drawer, but I lost $$2$$ pairs. How many socks do I now have in my drawer? ","[[{'aoVal': 'A', 'content': '$$32$$ '}], [{'aoVal': 'B', 'content': '$$34$$ '}], [{'aoVal': 'C', 'content': '$$36$$ '}], [{'aoVal': 'D', 'content': '$$40$$ '}]]",A,Simple Addition and Subtraction
8944,1,"Mike and Jack compete in the long jump. Mike jumps twice as far as Jack once. Mike jumps three times. How many times can jack jump the distance equal to Mike？(adapted from $$2008$$ Math kangaroo Problems, Level $$1-2$$, Question \#$$6$$) ","[[{'aoVal': 'A', 'content': '$$2$$ '}], [{'aoVal': 'B', 'content': '$$6$$ '}], [{'aoVal': 'C', 'content': '$$3$$ '}], [{'aoVal': 'D', 'content': '$$4$$ '}], [{'aoVal': 'E', 'content': '$$5$$ '}]]",B,Finding the Total Value using Unitary Method
8945,1,"NBA playoffs are held annually. The $62$\textsuperscript{nd~}NBA playoffs were held in $2008$. When Cindy was $7$ years old, the $66$\textsuperscript{th}~NBA playoffs were held. How old is Cindy in $2022$? ","[[{'aoVal': 'A', 'content': '$$14$$ '}], [{'aoVal': 'B', 'content': '$$15$$ '}], [{'aoVal': 'C', 'content': '$$16$$ '}], [{'aoVal': 'D', 'content': '$$17$$ '}], [{'aoVal': 'E', 'content': '$$18$$ '}]]",D,Interval Problems
8955,1,Rina bought a handbag for＄$$60$$ at a discount of $$20\textbackslash\%$$. Ana paid＄$$67.5$$ for the same handbag. What was the discount rate given to Ana? ,"[[{'aoVal': 'A', 'content': '$$10\\textbackslash\\%$$ '}], [{'aoVal': 'B', 'content': '$$12\\textbackslash\\%$$ '}], [{'aoVal': 'C', 'content': '$$15\\textbackslash\\%$$ '}], [{'aoVal': 'D', 'content': '$$18\\textbackslash\\%$$ '}]]",A,Basic Profit and Loss Concepts
8956,1,SASMO 2014 P2 Q5  What number between 37 and 47 is exactly divisible by both 2 and 3? ,"[[{'aoVal': 'A', 'content': '$$38$$ '}], [{'aoVal': 'B', 'content': '$$39$$ '}], [{'aoVal': 'C', 'content': '$$42$$ '}], [{'aoVal': 'D', 'content': '$$44$$ '}], [{'aoVal': 'E', 'content': '$$45$$ '}]]",C,Applying of Multiplication and Division
8957,1,"If each fork costs ＄$$6$$, each spoon costs ＄$$7$$, and each knife costs ＄$$8$$, what is the total cost of $$3$$ forks, $$4$$ spoons, and $$5$$ knives? ","[[{'aoVal': 'A', 'content': '＄$$40$$ '}], [{'aoVal': 'B', 'content': '＄$$46$$ '}], [{'aoVal': 'C', 'content': '＄$$80$$ '}], [{'aoVal': 'D', 'content': '＄$$86$$ '}]]",D,Finding the Total Value using Unitary Method
8966,2,"A given month has $$31$$ days, and it has four Mondays and four Thursdays. What day of the week is the $$20^{\rm th}$$ of this month? ","[[{'aoVal': 'A', 'content': '$$$$Wednesday$$$$. '}], [{'aoVal': 'B', 'content': 'Thursday '}], [{'aoVal': 'C', 'content': 'Friday '}], [{'aoVal': 'D', 'content': 'Sunday '}]]",A,Periodic Problems of Time
8973,1,"Grandpa suggested dividing all the peanuts between the family members in the following way: one person would get $5$ kilos, two people would get $4$ kilos each, four people would get $2$ kilos each, one person would get $6$ kilos, and one person would not get any peanuts. Grandma suggested dividing the peanuts equally among all of the family members. How many people would get more peanuts in grandma\textquotesingle s suggestion than grandpa\textquotesingle s? ","[[{'aoVal': 'A', 'content': '$$3$$ '}], [{'aoVal': 'B', 'content': '$$4$$ '}], [{'aoVal': 'C', 'content': '$$5$$ '}], [{'aoVal': 'D', 'content': '$$6$$ '}], [{'aoVal': 'E', 'content': '$$7$$ '}]]",C,Average Problems 
8976,1,"Anna is $$10$$ years old and the age of her mother is $$4$$ times that of Anna. How old will Anna\textquotesingle s mother be when Anna\textquotesingle s mother is twice as old as Anna? (Math kangaroo Problem, Level $$5-6$$) ","[[{'aoVal': 'A', 'content': '$$40$$ '}], [{'aoVal': 'B', 'content': '$$50$$ '}], [{'aoVal': 'C', 'content': '$$60$$ '}], [{'aoVal': 'D', 'content': '$$70$$ '}], [{'aoVal': 'E', 'content': '$$80$$ '}]]",C,Varying Multiples in Age Problems
8977,1,"If $$2$$ watermelons can serve $$15$$ people, I need  watermelons for $$60$$ people. ","[[{'aoVal': 'A', 'content': '$$4$$ '}], [{'aoVal': 'B', 'content': '$$6$$ '}], [{'aoVal': 'C', 'content': '$$8$$ '}], [{'aoVal': 'D', 'content': '$$12$$ '}]]",C,Dividing Quantities Based on Ratio
8978,1,"On Kellin\textquotesingle s $$13$$th birthday, Allen was four times her age. On Kellin\textquotesingle s $$24$$th birthday, how old was Allen? ","[[{'aoVal': 'A', 'content': '$$39$$ '}], [{'aoVal': 'B', 'content': '$$44$$ '}], [{'aoVal': 'C', 'content': '$$ 52 $$ '}], [{'aoVal': 'D', 'content': '$$ 63 $$ '}], [{'aoVal': 'E', 'content': '$$ 74$$ '}]]",D,Basic Relationships in Age Problems
8979,1,"A glass contains $$240$$ $$\rm ml$$ of water. The water takes up $$\frac 23$$ of the volume of the glass. What is the volume of the glass, in milliliters? ","[[{'aoVal': 'A', 'content': '$$60$$ '}], [{'aoVal': 'B', 'content': '$$100$$ '}], [{'aoVal': 'C', 'content': '$$120$$ '}], [{'aoVal': 'D', 'content': '$$270$$ '}], [{'aoVal': 'E', 'content': '$$360$$ '}]]",E,Finding the Base
8980,1,"At the pumpkin festival, Mike brought a $10$ pounds pumpkin. Mary\textquotesingle s pumpkin weighed $5$ pounds more than Mike\textquotesingle s. How many pounds is Mary\textquotesingle s pumpkin？(adapted from $$2009$$ Math kangaroo Problems, Level $$1-2$$, Question \#$$6$$) ","[[{'aoVal': 'A', 'content': '$$28$$ '}], [{'aoVal': 'B', 'content': '$$16$$ '}], [{'aoVal': 'C', 'content': '$$18$$ '}], [{'aoVal': 'D', 'content': '$$20$$ '}], [{'aoVal': 'E', 'content': '$$15$$ '}]]",E,Simple Addition and Subtraction
8986,1,"Water makes up $$84\textbackslash\%$$ of the weight of Kubus the Camel when he is thirsty. After he drinks, Kubus weighs $$800$$ kg and water makes up $$85\textbackslash\%$$ of his weight. What is the weight of Kubus the Camel when he is thirsty? ($$2001$$ Math Kangaroo Problem, Level $$9-10$$, Question \#$$16$$) ","[[{'aoVal': 'A', 'content': '$$672$$ kg '}], [{'aoVal': 'B', 'content': '$$680$$ kg '}], [{'aoVal': 'C', 'content': '$$715$$ kg '}], [{'aoVal': 'D', 'content': '$$720$$ kg '}], [{'aoVal': 'E', 'content': '$$750$$ kg '}]]",E,Knowing the Base
8988,1,"Arthur decided to lose weight. On the first month, he lost $2$ kg. He decided that each month he would be losing twice as much kilograms as the month before. How many kilograms did Arthur lose in total in the first three monthes? ","[[{'aoVal': 'A', 'content': '$$2$$ '}], [{'aoVal': 'B', 'content': '$$6$$ '}], [{'aoVal': 'C', 'content': '$$8$$ '}], [{'aoVal': 'D', 'content': '$$12$$ '}], [{'aoVal': 'E', 'content': '$$14$$ '}]]",E,Practical Application of Geometric Progression
8991,1,How many tens must be added to $$215$$ to make $$985$$?~\uline{~~~~~~~~~~}~tens ,"[[{'aoVal': 'A', 'content': '$$770$$ '}], [{'aoVal': 'B', 'content': '$$77$$ '}], [{'aoVal': 'C', 'content': '$$120$$ '}], [{'aoVal': 'D', 'content': '$$1200$$ '}]]",B,Subtraction of 3-digit Numbers
9000,1,Determine whether 2008 is a common year or a leap year. ,"[[{'aoVal': 'A', 'content': 'a common year '}], [{'aoVal': 'B', 'content': 'a leap year '}]]",B,Period of Dates
9003,1,A $$15\textbackslash\%$$ sugar solution contains $$18$$ grams of pure sugar. How many grams of solution are there? ,"[[{'aoVal': 'A', 'content': '$$90$$ grams '}], [{'aoVal': 'B', 'content': '$$100$$ grams '}], [{'aoVal': 'C', 'content': '$$120$$ grams '}], [{'aoVal': 'D', 'content': '$$150$$ grams '}]]",C,Basic Concentration Problems
9005,1,"If $$19^{}\text{th}$$March is Monday, what day of the week is $$1$$\textsuperscript{st~}March ? ","[[{'aoVal': 'A', 'content': 'Sunday\u3000 '}], [{'aoVal': 'B', 'content': 'Monday\u3000 '}], [{'aoVal': 'C', 'content': 'Wednesday\u3000 '}], [{'aoVal': 'D', 'content': 'Thursday\u3000 '}], [{'aoVal': 'E', 'content': 'Saturday\u3000 '}]]",D,Periodic Problems of Time
9010,2,"Elsa started to raise some chicken in her farm in January. The number of chicken triples every month, while she goes to the market to sell $81$ chicken every month. On April when she came back from the market, she found she had no chicken left.  How many chicken did she raise in January? ","[[{'aoVal': 'A', 'content': '$$30$$ '}], [{'aoVal': 'B', 'content': '$$35$$ '}], [{'aoVal': 'C', 'content': '$$40$$ '}], [{'aoVal': 'D', 'content': '$$45$$ '}], [{'aoVal': 'E', 'content': '$$50$$ '}]]",C,Inverse Operation Problems
9015,1,"Mariam had ＄$$4y$$. After buying some cloth at ＄$$7$$ per metre, she had ＄$$y$$ left. How many metres of cloth did she buy? ","[[{'aoVal': 'A', 'content': '$$\\frac{3y}{7}$$ '}], [{'aoVal': 'B', 'content': '$$\\frac{5y}{7}$$ '}], [{'aoVal': 'C', 'content': '$21y$ '}], [{'aoVal': 'D', 'content': '$$35y$$ '}]]",A,Unitary Method with One Variable
9016,1,"A pencil is one dollar, and a pencil box is two dollars more expensive than a pencil. Jimmy has seven dollars and bought a pencil box. How many pencils can Jimmy buy？(adapted from $$2009$$ Math kangaroo Problems, Level $$1-2$$, Question \#$$6$$) ","[[{'aoVal': 'A', 'content': '$$8$$ '}], [{'aoVal': 'B', 'content': '$$6$$ '}], [{'aoVal': 'C', 'content': '$$1$$ '}], [{'aoVal': 'D', 'content': '$$2$$ '}], [{'aoVal': 'E', 'content': '$$4$$ '}]]",E,Simple Addition and Subtraction
9019,1,The February of a given year has five Fridays. What day of the week was January $$31$$\textsuperscript{th~}of that year? ,"[[{'aoVal': 'A', 'content': 'Friday '}], [{'aoVal': 'B', 'content': 'Saturday '}], [{'aoVal': 'C', 'content': 'Wednesday '}], [{'aoVal': 'D', 'content': 'Thursday '}]]",D,Periodic Problems of Time
9023,1,George takes 4 minutes to go from 1st floor to 3rd floor. He just realised that he forgot his water bottle on the 5th floor. He is now on the 2nd floor. How long would it take him to get his watter bottle? ,"[[{'aoVal': 'A', 'content': '4 minutes '}], [{'aoVal': 'B', 'content': '5 minutes '}], [{'aoVal': 'C', 'content': '6 minutes '}], [{'aoVal': 'D', 'content': '8 minutes '}], [{'aoVal': 'E', 'content': 'None of the above. '}]]",C,Simple Multiplication Applications
9027,1,Billy has three times as many llamas as lambs.  Milly has twice as many lambs as llamas.  They have $$17$$ animals in total.  How many of the animals are llamas? ,"[[{'aoVal': 'A', 'content': '$$5$$ '}], [{'aoVal': 'B', 'content': '$$6$$ '}], [{'aoVal': 'C', 'content': '$$7$$ '}], [{'aoVal': 'D', 'content': '$$8$$ '}], [{'aoVal': 'E', 'content': '$$9$$ '}]]",E,Indefinite Equation Word Problems
9033,1,"If $$15^{}\text{th}$$March is Monday, what day of the week is $$26$$\textsuperscript{th} March ? ","[[{'aoVal': 'A', 'content': 'Sunday\u3000 '}], [{'aoVal': 'B', 'content': 'Monday\u3000 '}], [{'aoVal': 'C', 'content': 'Wednesday\u3000 '}], [{'aoVal': 'D', 'content': 'Friday\u3000 '}], [{'aoVal': 'E', 'content': 'Saturday\u3000 '}]]",D,Periodic Problems of Time
9041,1,Sarah is $$1.14\text{m}$$ tall. Benny is $$0.23\text{m}$$ taller than Sarah. What is the total height of the $$2$$ children? Round off your answer to $$1$$ decimal place. ,"[[{'aoVal': 'A', 'content': '$$1.4\\text{m}$$ '}], [{'aoVal': 'B', 'content': '$$2.1\\text{m}$$ '}], [{'aoVal': 'C', 'content': '$$2.5\\text{m}$$ '}], [{'aoVal': 'D', 'content': '$$2.6\\text{m}$$ '}]]",C,Simple Addition and Subtraction
